术语ID	英文	原中文	调整后中文	操作类型	适用组件或语境	既有译法及来源	调整原因	影响消息或簇ID	决策状态	处理轮次	版本	证据索引	有效去重译文对数	来源重复口径
T0045	bit	位	位	保留并限定语境	数据单位或位图位为位；SQL bit 类型和字符串 B 前缀保留。	64-bit integers → 64位整数 [TE-2643b45fa927e3e57a1a] | new bit must be 0 or 1 → 新的位必须为 0 或 1 [TE-d4d7e52fd73fc7a6bb22] | invalid bit string literal → 无效的bit字符串常量 [TE-ee9a32525bd770357eb4]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0045; 26 messages / 13 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0045	26	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0046	Bitmap Scans	位图扫描	位图扫描	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0046; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0046	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0047	Bitmap-Scan	位图扫描	位图扫描	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	Enables the planner's use of bitmap-scan plans. → 启用查询计划器的位图扫描计划. [TE-e1256471e70a071a7724]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0047; 1 messages / 1 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0047	1	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0048	block number	块号	块号	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	block number out of range: %s → 块号超出范围: %s [TE-f9f894955304524b6eee] | invalid overflow block number %u → 无效的溢出块编号%u [TE-56a0d2ea128540755510] |       --endblock=BLOCK            check table(s) only up to the given block number\n →       --endblock=BLOCK            检查表仅限于给定的块编号\n [TE-d07c4880e686f579239d]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0048; 6 messages / 5 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0048	4	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0049	blocks	块	块	保留并限定语境	存储数据块为块；transaction block 是事务块，不能按存储块解释。	  block size\n →   块大小\n [TE-b0470da8c0b32ca7a9e0] | statement block → 语句块 [TE-abe859e32f9a429e8021] |   WAL block size\n →   WAL块大小\n [TE-cb3eae24b83ce470b986]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0049; 151 messages / 36 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0049	95	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0050	Bloom Classes	Bloom 操作符类	Bloom 操作符类	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0050; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0050	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0051	Bootstrap	引导	引导	保留并限定语境	引导/初始化语境；initdb 既有启动脚本可保留，不自动把所有 startup 归为 bootstrap。	running bootstrap script ...  → 正在运行启动脚本 ...  [TE-a7878ddd5427ddbdc651] | performing post-bootstrap initialization ...  → 正在执行启动脚本后续初始化 ...  [TE-8fdce22ab481eec83e27] | could not close bootstrap write-ahead log file: %m → 无法关闭 bootstrap 预写日志文件: %m [TE-8c06b04c51420051a49f]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0051; 7 messages / 4 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0051	6	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0052	bracket expression	方括号表达式	方括号表达式	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0052; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0052	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0053	branching factor	分支因子	分支因子	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0053; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0053	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0054	buckets	桶	桶	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0054; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0054	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0055	Buffer Cache	缓冲区缓存	缓冲区缓存	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	Vacuum cost for a page found in the buffer cache. → 在缓冲区缓存中找到对于一个页进行清理的开销. [TE-554ac0da358cf92d7f8b] | Vacuum cost for a page not found in the buffer cache. → 在缓冲区缓存中没有找到对于一个页进行清理的开销. [TE-a75b209cb0d810c75c9f]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0055; 2 messages / 1 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0055	2	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0056	buffer descriptors	缓冲区描述符	缓冲区描述符	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0056; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0056	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0057	buffer descriptors layer	缓冲区描述符层	缓冲区描述符层	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0057; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0057	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0058	Buffer Manager	缓冲区管理器	缓冲区管理器	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0058; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0058	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0059	buffer pool	缓冲池	缓冲池	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；仅有 fuzzy/废弃线索，不能据此定为稳定译法。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0059; 8 messages / 1 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0059	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0060	buffer table	缓冲区映射表	缓冲区映射表	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0060; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0060	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0061	buffer tag	缓冲区标签	缓冲区标签	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0061; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0061	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
